Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
gsea,Human cytomegalovirus infection,0.480,2.364,0.001,0.006,0.017,54/223,14.98%,ITGB3;PTGER2;NFATC2;GNG2;CREB3L1;TNF;PRKCB;PDGFRA;GNG7;CCR5;GNGT2;PTGER3;IL10RA;ITPR2;ADCY4;ITPR1;CCR1;CXCL12;HLA-G;PLCB2;PTGER1;GNG8;CCL3;PTGS2;ADCY7;CGAS;PRKCA;PTGER4;FAS;AKT3;PIK3CD;CCL4;GNAO1;NFATC1;CCL2;ADCY1;FASLG;CCL3L3;CCL4L2;GNG11;IL10RB;NFATC4;IL1R1;STING1;RAC2;CCL5;HLA-F;IL1B;ADCY6;CXCR4;PXN;CALML5;IFNA1;TRAF5
gsea,JAK-STAT signaling pathway,0.610,2.357,0.001,0.006,0.018,77/162,20.04%,IL21R;STAT4;CSF2RA;CSF2RB;PDGFRA;IFNAR2;IL12RB1;IL22RA2;IL10RA;AOX1;IL2RG;IL10;IL7R;JAK3;IL15;IL2RB;CSF3R;CRLF2;IL5RA;IL11;IL2RA;PRLR;CSF2;IL9R;OSM;IL2;CISH;IL7;LIFR;IL11RA;IL12RB2;STAT5A;PDGFRB;IL13;PDGFA;AKT3;IL13RA2;PIK3CD;FHL1;IL3RA;LIF;IL20;LEPR;IL21;IL10RB;IL12B;PDGFB;JAK2;IL4R;IL15RA;IL22;IL24;CNTF;IL27RA;CCND2;EPOR;GH1;CSF3;IFNA1;IL4;IL6ST;IL3;IFNE;JAK1;IL23R;MPL;IL5;PRL;IFNW1;IFNA21;CSH1;IFNG;CCND1;IL6;IRF9;IFNA16;IFNA13
gsea,Chemokine signaling pathway,0.655,2.346,0.001,0.006,0.019,84/189,14.47%,PIK3R6;DOCK2;CCR4;PIK3CG;CCR2;GNG2;PIK3R5;ARRB1;CX3CR1;PRKCB;CCR8;GNG7;CCR5;ITK;RASGRP2;GNGT2;CXCR5;SHC3;CCR6;ADCY4;CCL23;JAK3;CXCR3;CCR7;CCR1;NCF1;CCL13;CCL14;CXCL12;CCL7;PLCB2;FGR;GNG8;CXCR6;CCL3;CXCL2;WAS;CCL1;CCR10;CXCL13;CCL22;CCL19;PPBP;ADCY7;CXCL11;PREX1;CCL21;VAV3;CXCL3;GRK5;AKT3;CCL28;PIK3CD;CCL16;CCL4;XCR1;CCL2;CCL25;ADCY1;CCL3L3;CCL4L2;GNG11;VAV1;PF4;VAV2;CXCL5;JAK2;PLCG2;SHC2;TIAM1;CCL11;CCL17;RAC2;CCL5;CCL8;CCR9;CCL18;ADCY6;CXCR4;CXCR1;CCL15;CXCL10;CXCL9;PXN
gsea,Ras signaling pathway,0.571,2.341,0.001,0.006,0.02,77/232,13.64%,PLA2G5;RASGRF2;RASGRP4;RASGRP3;HGF;FGF18;GNG2;RASGRF1;FGF7;NTRK1;FLT4;PRKCB;PDGFRA;GNG7;FLT3;VEGFC;RASGRP2;GNGT2;RASAL3;TEK;PLA2G4C;MRAS;SHC3;PAK3;PDGFD;PLA1A;RASA4B;ZAP70;FGF1;RASA3;PLA2G1B;CSF1R;ETS1;GNG8;FGF10;PLA2G2A;GRIN2A;ANGPT4;KIT;PLA2G2F;IGF1;PDGFRB;PDGFC;PRKCA;PDGFA;CSF1;AKT3;KDR;FLT3LG;PIK3CD;FGF20;GAB2;ANGPT1;NTF3;PLA2G4D;FASLG;FGF16;ANGPT2;RASA4;GNG11;PLA2G12B;FGF9;PDGFB;PLCG2;SHC2;TIAM1;EFNA5;FLT1;RAC2;RASSF5;FGF5;PLA2G4E;FGF23;RGL1;PLA2G2C;RASGRP1;SYNGAP1
gsea,Human papillomavirus infection,0.472,2.335,0.001,0.006,0.02,98/330,18.80%,COMP;ITGB3;ITGA11;LAMA2;DLG2;ITGA8;COL6A6;ITGA9;TCF7;COL4A4;CREB3L1;COL4A3;TNF;TNN;ITGB7;WNT2;IFNAR2;THBS2;WNT10A;TNXB;ITGA1;LAMA4;NOTCH4;ITGA4;ITGB6;WNT6;FZD4;COL6A5;ATP6V0D2;HLA-G;TLR3;COL9A2;HEYL;MFNG;ITGA10;PTGS2;COL6A3;WNT1;PDGFRB;ITGA7;LAMC3;PTGER4;FAS;VTN;WNT7A;LAMB4;AKT3;FN1;PIK3CD;WNT4;AXIN2;MAML2;FASLG;MX2;TNR;THBS1;COL2A1;RELN;THBS4;COL1A2;COL6A2;OASL;WNT9B;COL6A1;LAMA3;WNT10B;WNT5B;CHAD;COL1A1;VWF;TNC;HLA-F;COL4A2;CCND2;LAMB1;TCIRG1;FZD8;ITGA5;PXN;IFNA1;IRF1;LAMC2;ITGA3;COL9A1;COL9A3;COL4A1;LFNG;FZD1;JAK1;LAMB2;PTEN;THBS3;RBPJL;IFNA21;NOTCH2;HEY2;ATM;CCND1
gsea,Coronavirus disease,0.480,2.333,0.001,0.005,0.02,67/228,20.04%,NLRP3;C4B;TLR7;TNF;AGTR1;PRKCB;C4A;IFNAR2;C7;CFB;C3AR1;F13A1;TLR4;TLR8;CSF2;TLR3;C2;FCGR2A;IL2;SELP;CYBB;ACE;C6;CGAS;PRKCA;C5AR1;C8B;PIK3CD;NRP1;CCL2;FGG;FGA;MX2;MAS1;IL12B;C3;PLCG2;C5;TMPRSS2;STING1;MMP3;VWF;MMP1;TLR2;IL1B;MASP2;C9;MASP1;CXCL10;IFIH1;CSF3;IFNA1;IL6ST;C1R;C1S;C8A;JAK1;C1QC;C1QB;IFNA21;C1QA;CFD;PRKCG;IL6;IRF9;IFNA16;IFNA13
gsea,Phagosome,0.591,2.329,0.001,0.005,0.02,56/149,14.74%,COMP;ITGB3;COLEC12;OLR1;FCGR2C;ITGAM;FCGR2B;MARCO;THBS2;MRC1;FCAR;MSR1;CD209;TLR4;HLA-DQA2;HLA-DOA;NCF1;ATP6V0D2;HLA-G;NCF4;FCGR1A;FCGR2A;CD36;CYBB;MPO;HLA-DMB;SFTPD;TUBB3;CLEC7A;ITGB2;HLA-DOB;HLA-DQA1;MRC2;DYNC2H1;HLA-DQB1;TLR6;CORO1A;THBS1;C3;HLA-DPA1;THBS4;FCGR3A;HLA-DPB1;SFTPA1;HLA-DMA;NCF2;SFTPA2;FCGR3B;HLA-DRB5;CLEC4M;HLA-F;TLR2;TCIRG1;CD14;ITGA5;CTSS
gsea,MAPK signaling pathway,0.515,2.323,0.001,0.005,0.021,87/294,15.00%,RASGRF2;CACNA1C;TGFB2;RASGRP4;MEF2C;RASGRP3;HGF;FGF18;RASGRF1;FGF7;NTRK1;FLT4;ARRB1;TNF;PRKCB;PDGFRA;FLT3;VEGFC;RASGRP2;CACNA1G;TEK;CACNA1H;PLA2G4C;MRAS;PDGFD;DUSP4;FLNC;FGF1;CACNB2;PTPN7;EREG;CACNA2D4;TGFB3;CSF1R;CACNA1D;FGF10;ANGPT4;PTPRR;KIT;IGF1;PDGFRB;PDGFC;PRKCA;RPS6KA2;FAS;PDGFA;CSF1;AKT3;KDR;FLT3LG;RAPGEF2;TGFBR2;FGF20;AREG;ANGPT1;CACNA2D2;NTF3;NFATC1;PLA2G4D;FASLG;FGF16;ANGPT2;ERBB4;FGF9;PDGFB;MAP4K1;CACNG4;EFNA5;IL1R1;CACNG6;FLT1;MAP3K14;RAC2;HSPA2;FGF5;PLA2G4E;FGF23;MAP3K12;GADD45B;IL1B;PTPN5;RASGRP1;NR4A1;CD14;CACNG5;IGF2;DUSP10
gsea,Platelet activation,0.626,2.322,0.001,0.005,0.022,47/123,13.52%,ITGB3;PTGIR;PIK3R6;TBXA2R;PIK3CG;PIK3R5;P2RX1;PTGS1;GUCY1A2;APBB1IP;RASGRP2;BTK;PLA2G4C;F2RL3;ITPR2;ADCY4;PRKG1;GP5;ITPR1;TBXAS1;LCP2;PLCB2;P2RY12;FCGR2A;ADCY7;MYLK;AKT3;PIK3CD;FYN;FERMT3;FGG;FGA;PLA2G4D;NOS3;ADCY1;MYLK4;PLCG2;COL1A2;GUCY1A1;COL1A1;VWF;PLA2G4E;GP9;COL3A1;ADCY6;F2R;RASGRP1
gsea,AGE-RAGE signaling pathway in diabetic complications,0.587,2.318,0.001,0.005,0.023,35/100,14.42%,TGFB2;VCAM1;COL4A4;COL4A3;TNF;AGTR1;PRKCB;VEGFC;NOX4;TGFB3;AGT;PLCB2;CYBB;ICAM1;STAT5A;SELE;PRKCA;AGER;AKT3;FN1;PIK3CD;TGFBR2;NFATC1;CCL2;MMP2;NOS3;JAK2;PLCG2;COL1A2;COL1A1;COL3A1;COL4A2;IL1B;SERPINE1;PLCD4
gsea,ECM-receptor interaction,0.713,2.312,0.001,0.005,0.024,54/87,17.38%,COMP;ITGB3;ITGA11;LAMA2;ITGA8;COL6A6;ITGA9;COL4A4;COL4A3;TNN;ITGB7;THBS2;TNXB;ITGA1;LAMA4;GP5;ITGA4;ITGB6;COL6A5;COL9A2;ITGA10;CD36;COL6A3;ITGA7;LAMC3;VTN;HSPG2;LAMB4;FN1;TNR;THBS1;COL2A1;RELN;THBS4;COL1A2;COL6A2;COL6A1;LAMA3;CHAD;COL1A1;VWF;TNC;GP9;COL4A2;LAMB1;ITGA5;LAMC2;ITGA3;COL9A1;COL9A3;GP1BA;COL4A1;LAMB2;THBS3
gsea,Ribosome,-0.602,-2.307,0.004,0.005,0.03,123/136,36.10%,MRPL2;MRPL12;MRPL4;RPL22L1;RPS17;MRPS18C;MRPL19;MRPS11;MRPS17;RPS10;MRPS7;MRPL21;RSL24D1;MRPL11;MRPL34;MRPS18A;MRPL30;MRPS9;MRPL24;MRPL13;MRPL35;MRPS2;MRPL22;RPS10-NUDT3;MRPL27;MRPS12;RPL17;MRPL17;RPL3L;RPL26L1;MRPL10;RPS15A;RPS4Y1;RPL38;RPL39;RPS29;MRPL15;RPL36A;MRPL16;RPL26;MRPS21;MRPS14;MRPL3;RPS7;MRPL33;MRPL36;MRPL32;MRPL9;MRPL1;MRPL23;MRPS5;RPL35A;MRPS15;RPL10L;RPL23;MRPL14;RPL27;RPL36;RPL18A;RPS26;RPL23A;RPL31;RPL35;MRPS16;RPS28;RPS15;RPL19;MRPL18;RPS27A;MRPL28;RPL41;UBA52;RPS3A;RPS21;RPLP1;RPL37A;RPL24;RPL37;RPSA;RPS19;RPS3;RPL9;RPL27A;FAU;MRPS10;RPS18;RPL12;RPL7A;RPLP0;RPL6;RPL4;RPL32;RPS27;RPL14;RPL30;RPL15;RPL29;RPS16;RPS4X;RPS5;RPS6;RPS14;RPS20;RPL8;RPL10A;RPS25;RPL18;RPL7;RPS13;MRPS6;RPS24;RPL34;RPL36AL;MRPL20;RPL5;RPS23;RPLP2;RPL10;RPL13;RPS8;RPS2;RPL21;RPL3
gsea,Lipid and atherosclerosis,0.468,2.307,0.001,0.005,0.027,50/213,14.60%,POU2F2;NLRP3;NFATC2;OLR1;VCAM1;CAMK2A;CD40LG;TNF;TICAM2;ITPR1;TLR4;NCF1;PLCB2;NCF4;CCL3;CXCL2;MMP9;SELP;CD36;CYBB;ICAM1;SELE;PRKCA;VAV3;CXCL3;FAS;AGER;AKT3;PIK3CD;NFATC1;CCL2;NOS3;IRF7;FASLG;CCL3L3;VAV1;TLR6;VAV2;IL12B;JAK2;NCF2;MMP3;CCL5;HSPA2;MMP1;TLR2;IL1B;CD14;CALML5;IFNA1
gsea,Influenza A,0.500,2.302,0.001,0.005,0.03,61/169,23.74%,NLRP3;CIITA;TLR7;TNF;PRKCB;IFNAR2;TLR4;HLA-DQA2;HLA-DOA;TLR3;HLA-DMB;ICAM1;TPSAB1;PRKCA;FAS;AKT3;HLA-DOB;PIK3CD;TPSD1;HLA-DQA1;RSAD2;TPSB2;CCL2;HLA-DQB1;IRF7;FASLG;MX2;IL12B;PRSS2;HLA-DPA1;IL33;JAK2;TMPRSS2;HLA-DPB1;HLA-DMA;CCL5;NXF3;HLA-DRB5;IL1B;CXCL10;IFIH1;KPNA5;IFNA1;NXF2B;JAK1;IFNA21;IFNG;APAF1;HLA-DRB1;IL6;IRF9;IFNA16;IFNA13;IL18;HLA-DRA;IFNA8;PIK3R1;IFNA5;PRSS1;NXF5;CASP1
gsea,Amoebiasis,0.651,2.301,0.001,0.005,0.03,48/101,16.87%,TGFB2;LAMA2;ITGAM;COL4A4;COL4A3;TNF;PRKCB;CD1E;IL10;CD1C;LAMA4;CD1A;TLR4;TGFB3;CSF2;CD1D;PLCB2;CXCL2;CD1B;GNA14;PRKCA;LAMC3;CXCL3;ITGB2;LAMB4;C8B;FN1;PIK3CD;CTSG;SERPINB9;ADCY1;IL12B;COL1A2;LAMA3;IL1R1;COL1A1;COL3A1;COL4A2;TLR2;IL1B;C9;LAMB1;CD14;LAMC2;COL4A1;C8A;LAMB2;RAB7B
gsea,Fc epsilon RI signaling pathway,0.591,2.301,0.002,0.004,0.03,27/67,16.90%,TNF;BTK;INPP5D;PLA2G4C;MS4A2;ALOX5;FCER1A;CSF2;LCP2;ALOX5AP;PRKCA;VAV3;IL13;AKT3;PIK3CD;FYN;GAB2;PLA2G4D;VAV1;VAV2;PLCG2;RAC2;PLA2G4E;IL4;IL3;FCER1G;IL5
gsea,Osteoclast differentiation,0.667,2.300,0.001,0.004,0.03,52/126,12.19%,ITGB3;TGFB2;NFATC2;TNFSF11;FCGR2C;FCGR2B;MITF;LILRB1;TNF;LILRA6;LILRA1;IFNAR2;BTK;LILRA2;LILRB3;OSCAR;BLNK;LILRB2;LILRB5;NCF1;SIRPB1;CSF1R;TNFRSF11B;LCP2;LILRB4;FHL2;LILRA4;NCF4;LCK;FCGR1A;CAMK4;LILRA5;FCGR2A;SIRPG;CTSK;FOSB;CSF1;AKT3;TREM2;PIK3CD;SPI1;TGFBR2;FYN;GAB2;NFATC1;PLCG2;FCGR3A;NCF2;IL1R1;MAP3K14;FCGR3B;SIRPA
gsea,NF-kappa B signaling pathway,0.656,2.297,0.001,0.004,0.031,48/101,18.96%,TNFSF11;VCAM1;TNFSF14;CD40LG;TNF;PRKCB;EDA2R;BTK;LTB;LTA;BLNK;TICAM2;ZAP70;PRKCQ;TLR4;TNFSF13B;CCL13;CXCL12;BIRC3;LCK;CXCL2;PTGS2;CCL19;ICAM1;CCL21;CXCL3;BCL2A1;TRAF1;CCL4;CCL4L2;PLCG2;EDAR;IL1R1;MAP3K14;TNFAIP3;GADD45B;IL1B;CD14;TRAF5;CD40;LY96;CYLD;GADD45G;NFKB2;CFLAR;ATM;CARD10;RELB
gsea,Human T-cell leukemia virus 1 infection,0.469,2.272,0.006,0.005,0.036,56/217,13.41%,TGFB2;NFATC2;CREB3L1;TNF;ITGAL;LTA;ADCY4;IL2RG;JAK3;IL15;IL2RB;HLA-DQA2;HLA-DOA;MAD1L1;TGFB3;IL2RA;CSF2;ETS1;HLA-G;CD3G;LCK;IL2;CD3E;MMP7;HLA-DMB;ADCY7;ICAM1;STAT5A;MSX2;CD4;ITGB2;AKT3;HLA-DOB;PIK3CD;HLA-DQA1;SPI1;NRP1;TGFBR2;NFATC1;HLA-DQB1;ADCY1;CD3D;HLA-DPA1;NFATC4;HLA-DPB1;EGR2;HLA-DMA;IL15RA;IL1R1;MAP3K14;KAT2B;HLA-DRB5;HLA-F;CDKN2B;ADCY6;CCND2
gsea,Cytokine-cytokine receptor interaction,0.665,2.263,0.001,0.006,0.04,166/290,17.20%,IL16;TGFB2;IL21R;TNFSF11;CCR4;BMP2;CCR2;INHBA;TNFSF14;CD40LG;TNFSF8;CX3CR1;TNF;EDA2R;CSF2RA;CCR8;CSF2RB;TNFRSF10D;CCR5;IFNAR2;IL12RB1;TNFRSF8;LTB;IL10RA;GDF10;CXCR5;EBI3;TNFRSF9;CD27;LTA;CCR6;IL2RG;CCL23;IL10;TNFRSF13B;TNFRSF4;IL7R;CXCR3;CCR7;IL15;IL2RB;TNFRSF10C;CSF3R;TNFSF4;CCR1;CRLF2;IL5RA;TNFSF13B;IL11;IL34;CD70;BMP5;CCL13;CCL14;TGFB3;CXCL12;IL2RA;CSF1R;PRLR;ACKR4;CSF2;IL1RL1;CCL7;IL9R;TNFRSF11B;IL18R1;OSM;BMP8A;CXCR6;CCL3;CXCL2;TNFRSF17;IL2;CCL1;GDF5;TNFRSF19;CCR10;IL27;IL7;CXCL13;CCL22;ACVRL1;CCL19;LIFR;PPBP;IL11RA;IL12RB2;CXCL11;CCL21;IL13;CXCL3;IL32;FAS;CD4;CSF1;TNFRSF1B;IL13RA2;CCL28;IL3RA;LIF;TGFBR2;CCL16;CCL4;XCR1;BMP6;CCL2;CCL25;IL18RAP;TNFRSF14;FASLG;IL20;LEPR;CCL3L3;CCL4L2;PF4;BMP4;CXCL5;IL21;IL10RB;IL12B;TNFSF12;IL33;IL4R;TNFSF15;EDAR;IL15RA;CCL11;IL1R1;IL17RB;CCL17;CCL5;CCL8;IL22;IL24;GDF3;RELT;CCR9;CCL18;CNTF;IL27RA;IL1B;IL26;EPOR;CXCR4;CXCR1;CCL15;CXCL10;CXCL9;GH1;CSF3;BMP10;IFNA1;IL4;IL6ST;TNFSF13;TNFRSF12A;NGFR;CD40;GDF6;IL3;IFNE;IL23R;MPL;IL5;PRL;IL17C
gsea,Relaxin signaling pathway,0.531,2.262,0.002,0.006,0.041,36/129,13.58%,GNG2;COL4A4;CREB3L1;ARRB1;COL4A3;GNG7;VEGFC;GNGT2;MMP13;SHC3;EDNRB;ADCY4;RXFP3;PLCB2;GNG8;MMP9;ADCY7;PRKCA;ACTA2;AKT3;PIK3CD;TGFBR2;GNAO1;INSL3;MMP2;NOS3;ADCY1;GNG11;COL1A2;SHC2;COL1A1;MMP1;COL3A1;COL4A2;ADCY6;RXFP2
gsea,"Parathyroid hormone synthesis, secretion and action",0.579,2.258,0.001,0.006,0.042,27/105,8.86%,PTH1R;GATA3;MEF2C;TNFSF11;RUNX2;CREB3L1;ARRB1;PRKCB;MMP16;MMP13;KL;ITPR2;ADCY4;ITPR1;CYP24A1;MMP25;VDR;PLCB2;MMP24;CYP27B1;PDE4B;ADCY7;SLC34A2;PRKCA;TRPV5;ADCY1;PDE4A
gsea,Chagas disease,0.569,2.255,0.002,0.005,0.043,38/101,19.63%,TGFB2;TNF;IL10;CD247;TLR4;TGFB3;CD3G;PLCB2;CCL3;IL2;GNA14;CD3E;ACE;FAS;AKT3;PIK3CD;TLR9;TGFBR2;GNAO1;CCL2;BDKRB2;ADCY1;FASLG;CD3D;CCL3L3;TLR6;IL12B;C3;CCL5;TLR2;IL1B;SERPINE1;C1QC;CFLAR;C1QB;C1QA;IFNG;IL6
